Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R415,40Ω,TO-263-2_L10.1-W8.8-P5.08-LS15.4-TL,8.479,-38.067,0.0,top
R416,82kΩ,R0603,82.08,-123.86075,0.0,top
R417,100kΩ,R0603,89.6,-13.10425,0.0,top
R418,100kΩ,R0603,82.08,-126.33425,0.0,top
R422,10kΩ,R0603,89.6,-15.57775,0.0,top
R423,23.2kΩ,R0603,93.64,-0.73675,0.0,top
R424,20kΩ,R0603,93.64,-3.21025,0.0,top
R426,100kΩ,R0603,19.78,-124.72675,0.0,top
R427,4.7kΩ,R0603,19.78,-127.20025,0.0,top
R428,4.7kΩ,R0603,93.64,-5.68375,0.0,top
R430,10kΩ,R0402,58.15025,-144.660299,0.0,top
R431,10kΩ,R0402,61.19075,-138.19475,0.0,top
R432,10kΩ,R0402,139.59025,-113.80475,0.0,top
R433,10kΩ,R0402,139.59025,-115.959933,0.0,top
R434,10kΩ,R0402,139.59025,-118.115116,0.0,top
R435,10kΩ,R0402,139.59025,-120.270299,0.0,top
R436,10kΩ,R0402,139.59025,-122.425482,0.0,top
R437,10kΩ,R0402,139.59025,-124.580665,0.0,top
R438,47Ω,R0603,143.13,-113.96675,0.0,top
R439,47Ω,R0603,143.13,-116.44025,0.0,top
R440,47Ω,R0603,143.13,-118.91375,0.0,top
R441,47Ω,R0603,143.13,-121.38725,0.0,top
R442,47Ω,R0603,143.13,-123.86075,0.0,top
R443,10kΩ,R0402,151.71025,-136.27475,0.0,top
R444,100kΩ,R0603,93.64,-8.15725,0.0,top
R445,47Ω,R0603,19.78,-129.67375,0.0,top
R446,10Ω,R0402,61.19075,-140.349933,0.0,top
